O1,O2,O3,O4,O5,O6,O7,O8,O9,O10,O11,O12,O13,O14
1.739450852,-0.137784339,-0.447195661,-1.655865562,-0.826635658,1.535042045,-3.233025491,-0.241399143,-1.296476144,-0.291818873,1.800537744,0.935898225,0.977533614,1.727318128
2.044899813,0.176501562,-0.207913299,-1.420633696,-0.649245803,1.723609283,-3.220615524,-0.146449921,-1.249540723,-0.281896582,1.797369389,0.501686914,-0.657688635,1.676351361
2.732131243,0.344068297,-0.03602347,-1.22118124,-0.723155392,1.524451322,-3.42574016,-0.046417419,-1.08341102,-0.799140216,1.001621537,0.089853201,-0.206723577,0.906762698
2.581159216,0.302794712,-0.175442889,-1.414884865,-0.760664667,1.535574788,-3.437742723,-0.131589176,-1.089745097,-0.357937194,1.577353998,0.664285828,1.353872057,1.895324392
1.788155482,0.196795606,-0.303620109,-1.688672781,-0.884810442,1.580763885,-2.971370737,-0.066240996,-1.508541156,-0.278178965,2.008641838,0.956682234,-1.343163228,0.562821901
2.6709337,0.373520306,-0.069857369,-1.376597112,-0.911503048,1.381891643,-3.304557273,0.009322901,-1.194671603,-0.855269913,1.065018691,0.425338904,-0.527845023,0.255813907
2.928673881,0.543612508,0.239108135,-0.751280099,-0.267071145,1.93616725,-3.427921125,0.055064462,-0.892959013,-0.818158564,0.826917484,-0.914892013,-2.579815722,1.341244319
2.767773446,0.589583841,0.212628199,-0.917492188,-0.397984685,1.900012318,-3.287977284,0.084217011,-1.046777553,-0.689950566,1.186752585,-0.469735216,-2.95268589,1.030838759
2.675894827,0.545148022,-0.029843943,-1.417130595,-0.871847003,1.493498304,-3.222702626,0.038072992,-1.242762146,-0.539942067,1.534679251,0.670090581,-0.819310683,0.535667353
2.654552425,0.616156467,0.000885727,-1.446185364,-0.90751264,1.492714103,-3.140451118,0.09376084,-1.299284273,-0.526151139,1.62578975,0.749360543,-1.355807442,0.248011806
1.947413991,0.251293015,-0.400866069,-1.916323614,-1.155536319,1.30319502,-2.967172016,-0.056237809,-1.557740682,-0.300785349,2.003827422,1.463414226,-0.184686293,0.119525269
2.128616561,0.28238029,-0.123611985,-1.40163138,-0.705138544,1.700011935,-3.145516641,-0.052698857,-1.331987395,-0.453425482,1.686719796,0.436381989,-1.687152285,0.935727998
2.703546172,0.517476674,0.0430735,-1.200647666,-0.632657663,1.693039546,-3.317892993,0.001839231,-1.126697466,-0.531714717,1.430755209,0.185290285,-1.200507679,1.157370807
2.033850509,0.047865619,-0.268144616,-1.507789577,-0.820542036,1.540623816,-3.248889163,-0.133638219,-1.310844512,-0.582407206,1.477082633,0.593277186,-0.318462353,1.037656154
1.892889599,0.101613809,-0.243692749,-1.386130993,-0.537848772,1.817349037,-3.222416178,-0.190504117,-1.175386178,-0.119557415,1.923567834,0.436856337,-0.446957863,2.308161849
2.067185854,0.331389233,-0.212823885,-1.509991437,-0.701040472,1.697401133,-3.1047338,-0.09721505,-1.262253969,-0.064994171,2.071000867,0.770707091,-0.57863631,1.520675276
1.750065992,-0.287174568,-0.639231223,-1.782591973,-0.808131432,1.520913453,-3.15502738,-0.29843321,-1.126831837,0.08591043,2.130135999,1.287918582,2.716319493,2.490168129
2.118224232,-0.228973759,-0.713013671,-1.985592782,-1.112311833,1.179837827,-3.250414376,-0.282690776,-1.156105533,-0.051531178,1.981324234,1.783225398,4.653283109,1.959216965
2.313586955,0.239774206,-0.102537602,-1.363362896,-0.805817478,1.546550273,-3.222939585,-0.008367476,-1.269903202,-0.802074458,1.213993613,0.309827818,-1.4393636,0.42235086
2.939164825,0.603819872,0.21898316,-0.916255656,-0.488608251,1.76975832,-3.32136471,0.120384328,-0.994259325,-0.866430103,0.9182959,-0.471523281,-2.536447512,0.611493167
1.653815248,-0.148096343,-0.812403498,-2.15252566,-1.148755873,1.22420882,-2.868972616,-0.232426054,-1.396661795,0.10964622,2.261105646,1.861972433,2.396419839,0.855529696
1.716380102,0.208800452,-0.380575946,-1.729863097,-0.832811711,1.602006194,-2.936597713,-0.113275529,-1.411158501,0.016205237,2.237091409,1.095382776,-0.492191192,1.025529066
1.548304677,-0.147511569,-0.456061307,-1.536601339,-0.565774347,1.760196455,-3.172535248,-0.265265562,-1.068118599,0.118639183,2.128799058,0.778775799,1.190787132,2.94380415
1.541422348,-0.185583929,-0.645217118,-1.934431545,-0.95538172,1.472334969,-2.91812753,-0.220253511,-1.478011436,-0.04427525,2.182501796,1.363055101,0.511396622,1.035966518
1.673574559,0.148639204,-0.689509149,-2.206766255,-1.287679287,1.125019235,-2.816843441,-0.110006543,-1.538791754,0.030102218,2.26910858,1.969913232,1.516405861,0.133597329
2.418769721,0.448086462,-0.115085389,-1.537813378,-0.93308658,1.477363901,-3.137055975,0.013364484,-1.358810646,-0.505165084,1.667687199,0.837696516,-1.03096769,0.369773649
1.991030553,0.193436426,-0.521452718,-2.027941057,-1.241940676,1.163221798,-3.012611442,-0.115334032,-1.477186459,-0.196793231,2.029762546,1.739236165,1.365292217,0.357868042
1.830125272,-0.356589163,-0.695327752,-1.935585204,-1.04875744,1.289204926,-3.21494764,-0.315103578,-1.307099214,-0.204235057,1.894742391,1.521056952,3.053629934,1.707728511
2.78701448,0.754132705,0.073118059,-1.484892874,-1.037338202,1.38403857,-3.055675094,0.217272117,-1.339283969,-0.639308405,1.578711902,0.886922569,-1.86207833,-0.382715097
2.283453739,0.481184973,-0.169437842,-1.786767365,-1.216049073,1.270695357,-2.951371485,0.124160955,-1.572424014,-0.628974416,1.733723426,1.256320176,-1.626026928,-0.611491469
1.939509461,0.083164693,-0.272940726,-1.516883523,-0.759610448,1.627976637,-3.190246867,-0.145981216,-1.327442834,-0.396246043,1.719820997,0.641233209,-0.56608586,1.277258251
2.661174465,0.621903266,-0.028129441,-1.607658013,-1.165360015,1.255264788,-3.050381195,0.178550568,-1.404869857,-0.760094839,1.466924825,1.02240672,-1.571780225,-0.613578237
2.646457364,0.550351634,0.173427409,-0.968460691,-0.399651153,1.918224361,-3.269351156,0.052074983,-1.088633371,-0.601905175,1.324708748,-0.379088851,-2.893361419,1.196915818
2.030878214,0.436060605,-0.142275194,-1.588224926,-0.847616482,1.634371939,-2.941538653,0.036081676,-1.500368063,-0.279954353,2.038898073,0.8384638,-2.12334322,0.321469786
1.383099147,0.059267849,-0.454525792,-1.652652117,-0.631273486,1.757770664,-2.86818484,-0.172556254,-1.274172998,0.241119617,2.35768682,0.882089674,-0.41225414,1.70550041
2.039805966,0.172430888,-0.204143454,-1.427277725,-0.670768126,1.708120255,-3.209066022,-0.134808758,-1.274983695,-0.335459262,1.755353984,0.496195009,-0.821091533,1.501071258
2.706576974,0.648333412,0.203787459,-1.125936609,-0.700151224,1.687863374,-3.095334206,0.22337615,-1.213247312,-0.864518256,1.225842356,0.022973213,-3.452971103,-0.18041299
1.61427987,-0.254259666,-0.533513078,-1.592489516,-0.577454105,1.752173172,-3.112277393,-0.283379628,-1.079216431,0.158899509,2.173925428,0.84243038,1.270437825,2.906768665
2.515484733,0.595090433,0.250117642,-0.959480685,-0.446461833,1.934451135,-3.073119784,0.199611272,-1.19291723,-0.775266414,1.297631277,-0.420487805,-4.396271857,0.273030877
1.580063582,-0.471632734,-0.75182256,-1.882836073,-0.890576868,1.42861886,-3.155521634,-0.338775659,-1.166892052,0.026308871,2.082295274,1.45161845,3.369704778,2.404485624
2.15188387,0.063414924,-0.302651162,-1.4773576,-0.701910165,1.615999276,-3.388427982,-0.220660067,-1.124244139,-0.233463493,1.751371967,0.710279273,1.405073209,2.357426592
2.463120309,0.294938105,-0.188982226,-1.415648634,-0.702368677,1.612762539,-3.395121879,-0.137313832,-1.075898754,-0.218215985,1.750640724,0.687055066,1.187770866,2.197123442
1.720189344,-0.027987605,-0.716120392,-2.090596988,-1.106367522,1.29787673,-2.851881555,-0.188638183,-1.442958548,0.102806846,2.292811225,1.736658675,1.537769574,0.72979567
2.089769973,0.236141095,-0.254965711,-1.576387764,-0.825484062,1.575541584,-3.154987512,-0.115344281,-1.331783626,-0.281979544,1.868578494,0.859443643,-0.329241676,1.142973521
2.46409408,0.355102917,-0.248401067,-1.640763165,-0.985217258,1.368783388,-3.252850632,-0.084051088,-1.255611137,-0.339317531,1.741957171,1.120925029,1.017205311,1.002314922
2.454703849,0.49627929,-0.04055891,-1.46935599,-0.911580328,1.511434349,-3.10217585,0.074917281,-1.368553309,-0.617542436,1.573953714,0.685363385,-1.808014588,0.089020463
2.563247091,0.602399665,0.147988882,-1.133812529,-0.573133069,1.815732329,-3.138117564,0.111403676,-1.225968745,-0.581171527,1.514859752,0.022591277,-3.068301889,0.589718031
2.847511559,0.423403949,-0.041363686,-1.250879728,-0.706271027,1.547091144,-3.480944744,-0.066282412,-1.038857565,-0.575853207,1.25230988,0.28889933,0.641139165,1.488677866
1.73943081,-0.152126521,-0.474992065,-1.706700321,-0.885923969,1.477032208,-3.226752867,-0.242382131,-1.320649796,-0.31843042,1.784532377,1.035179648,1.176148836,1.573831303
2.829890006,0.529664325,-0.018440263,-1.373000432,-0.896437997,1.412807738,-3.301169088,0.037522823,-1.174089957,-0.688107369,1.274982263,0.557742582,-0.377003881,0.442296609
1.393898127,0.12312156,-0.399653185,-1.612924293,-0.597895085,1.803275153,-2.838834023,-0.141732069,-1.313287044,0.23381445,2.371317113,0.77301238,-1.013764866,1.568158
2.051979012,0.297794576,-0.151777081,-1.626788347,-1.037861028,1.450189892,-2.964060069,0.107036406,-1.53329887,-0.7704099,1.554634604,0.818570284,-2.457566913,-0.432106546
2.100606468,-0.258050967,-0.765480775,-2.081368049,-1.224081593,1.063764558,-3.228378296,-0.294398105,-1.233581403,-0.126971565,1.925232786,1.918287778,4.767516393,1.57265552
2.344816824,0.433013684,-0.291102612,-1.871862885,-1.241705633,1.181415078,-3.043531892,0.014104333,-1.483575597,-0.426599559,1.826222706,1.492424565,0.099251789,-0.100784997
2.992938927,0.728513116,0.156146369,-1.184349144,-0.742708488,1.58061838,-3.2519189,0.148969779,-1.108557132,-0.654588813,1.318334989,0.277074697,-1.60344656,0.425703011
2.300789739,0.430845964,-0.306837072,-1.879495123,-1.217467871,1.210355299,-3.029125629,0.004152578,-1.480000263,-0.35158083,1.905657865,1.51570815,0.174446523,0.005920686
2.026185638,0.145742292,-0.45636747,-1.741274243,-0.876287463,1.462201669,-3.16269758,-0.16285597,-1.103263633,0.103771965,2.153272541,1.363967006,2.44658357,2.036434263
2.712311546,0.434428754,-0.029502537,-1.250283036,-0.66324691,1.633922237,-3.404951017,-0.059338997,-1.0878942,-0.499345841,1.410663345,0.288937023,-0.124542624,1.500647823
2.611773973,0.429536805,-0.037866537,-1.296885965,-0.708075779,1.621013338,-3.326059971,-0.040918617,-1.161789231,-0.526325941,1.451870429,0.359049212,-0.644984552,1.157315523
2.47182023,0.319072132,-0.156521463,-1.477162199,-0.88154199,1.462120287,-3.287931607,-0.070051023,-1.253540267,-0.573001409,1.458612762,0.682917488,-0.073489935,0.816388133
2.40422555,0.530384026,-0.029592051,-1.44318122,-0.826178724,1.606441151,-3.083896481,0.060227651,-1.362285854,-0.454932369,1.754841099,0.656686902,-1.904169104,0.385164358
1.747397216,-0.00828187,-0.488774552,-1.739750305,-0.841405266,1.527379352,-3.120356843,-0.223702408,-1.243655174,9.74E-05,2.108632822,1.203595527,1.407366605,1.815893443
2.11736057,0.233839506,-0.295051227,-1.585169921,-0.789607875,1.583441923,-3.194293871,-0.146187362,-1.221597717,-0.105056527,1.991395086,0.962174769,0.619480761,1.690233723
1.645204583,0.134420005,-0.623844831,-2.018615916,-1.063086786,1.329840488,-2.860024954,-0.139618308,-1.367124184,0.169437972,2.33316506,1.691844801,1.523859951,0.819749822
2.216149545,0.387761204,-0.140336116,-1.702157432,-1.180213005,1.304815281,-2.95820196,0.150541757,-1.544800161,-0.838314914,1.499949241,1.016560454,-2.219698954,-0.754016267
2.101292716,-0.125893767,-0.68493066,-2.095199588,-1.284687102,1.065556412,-3.137038409,-0.242410603,-1.424407027,-0.277870223,1.871722653,1.82461618,2.886282273,0.776564147
2.515991746,0.437539947,0.023284909,-1.210447063,-0.623200227,1.726602659,-3.256172023,-0.000915789,-1.192327625,-0.589861121,1.418320406,0.117727034,-1.813477576,0.957989083
3.002507778,0.479941522,0.047878363,-1.109056845,-0.640070606,1.567066554,-3.501683916,-0.018291463,-0.974800632,-0.748058235,0.96571381,-0.060965774,0.088072101,1.192479038
1.878932636,0.014931539,-0.456706784,-1.752856477,-0.924995087,1.450005021,-3.172524087,-0.211590112,-1.309060614,-0.174013211,1.953427804,1.214782317,1.298848302,1.465933641
1.764777978,-0.000932888,-0.508585537,-1.82622965,-0.962343293,1.427031363,-3.095244241,-0.20873879,-1.352085299,-0.114824145,2.045673669,1.33384114,1.231485987,1.295167492
3.096256705,0.526145752,0.121328836,-0.998668306,-0.601472146,1.570849805,-3.474056336,0.044213411,-0.924877776,-0.913715845,0.710348231,-0.340894323,-0.607040038,0.764959441
2.725269309,0.743689446,0.232791879,-1.189469772,-0.772326601,1.656892872,-3.023839715,0.282053879,-1.275293406,-0.810112092,1.389711687,0.228074034,-3.65706762,-0.406182827
1.610189751,0.00276883,-0.530759795,-1.867329088,-0.962475468,1.454775288,-2.988477652,-0.187529292,-1.427502912,-0.068390419,2.141797623,1.34617636,0.606566657,1.036534086
2.822501937,0.559132877,0.184359895,-0.946140703,-0.457766586,1.819943163,-3.325986748,0.07384106,-1.029612661,-0.76418533,1.065995112,-0.429222472,-2.478516051,0.915088579
1.865098928,-0.10840623,-0.395665539,-1.518492181,-0.663381204,1.655070133,-3.350949906,-0.26750411,-1.11494011,-0.137652115,1.860000657,0.756189386,1.644306317,2.719425912
2.298329563,0.368004663,-0.046024009,-1.491032495,-1.035458648,1.406180009,-3.010938268,0.182108636,-1.406414412,-1.004801581,1.2069289,0.584032446,-2.739249716,-0.697582141
2.570633123,0.442719505,-0.0289982,-1.387104486,-0.890646553,1.473483421,-3.196089948,0.058366053,-1.274491683,-0.778356838,1.280033767,0.484366867,-1.487752716,0.117173709
2.277158954,0.138616971,-0.2726609,-1.516425011,-0.817304638,1.509072511,-3.360678153,-0.178711202,-1.202026579,-0.398848285,1.605706412,0.764226369,1.048531838,1.626800842
2.224017321,0.394249108,-0.088346614,-1.407715977,-0.712725378,1.701479392,-3.12211879,-0.025577401,-1.328322438,-0.36617895,1.797237316,0.516455817,-1.707019727,0.913832087
1.710003555,0.173702171,-0.486276231,-1.923797374,-1.041658026,1.406350008,-2.904489209,-0.109755332,-1.509121678,-0.05391459,2.214602887,1.455943419,0.105967544,0.537588681
2.81144101,0.402648309,-0.027745555,-1.225858116,-0.703532476,1.548653321,-3.45669122,-0.056905105,-1.05961987,-0.673390918,1.144117988,0.179536141,0.172127191,1.225156864
2.242872923,0.353537039,-0.224098241,-1.586487589,-0.854258833,1.542643632,-3.154809431,-0.08133313,-1.296419577,-0.215446441,1.929112463,0.964327359,-0.061232276,1.128816859
1.778436303,-0.416019178,-0.730142552,-1.940965798,-1.030113574,1.294057784,-3.225549434,-0.33305322,-1.262347716,-0.153282646,1.926734011,1.554623412,3.510638015,1.941619661
1.435635695,-0.17795521,-0.800257807,-2.156565096,-1.12193677,1.304561039,-2.781830547,-0.207611408,-1.557170865,0.053899906,2.29364569,1.727339239,1.067766766,0.523542226
2.230760632,-0.108098787,-0.539355632,-1.740101873,-0.870544431,1.434474375,-3.322703232,-0.249567186,-1.048753909,0.010849379,2.009432244,1.347561867,3.679530207,2.64296865
2.185460191,0.163710423,-0.188614342,-1.374891629,-0.653115025,1.68858059,-3.317717598,-0.156235509,-1.199054939,-0.392396184,1.617896314,0.414472647,-0.247410273,1.748617301
1.911644426,0.320602769,-0.380748393,-1.824976426,-0.980405234,1.458517511,-2.939374549,-0.069075831,-1.431206783,-0.012204381,2.227055897,1.356389712,-0.004689862,0.68285171
1.634185905,-0.339676172,-0.592234639,-1.6981693,-0.722082139,1.619971919,-3.164015674,-0.305065019,-1.177167202,0.006993836,2.067085999,1.035588632,1.782635949,2.545270026
2.193725652,0.130870947,-0.348848248,-1.606094543,-0.830882539,1.502387625,-3.318471905,-0.192804667,-1.154928908,-0.162123131,1.869753977,1.036798089,1.842858171,2.014508343
2.255749888,0.276314999,-0.163249701,-1.573199086,-1.027449955,1.381019806,-3.110131701,0.037854142,-1.407850101,-0.808853462,1.353447783,0.752657337,-1.444946739,-0.143018956
2.485054791,0.195861528,-0.138078726,-1.332420146,-0.778119884,1.495362538,-3.397789485,-0.095724952,-1.156117152,-0.768689033,1.096076438,0.266356094,0.047344841,0.968335049
1.897005602,0.219727601,-0.275958429,-1.50273074,-0.627041495,1.752161611,-3.103972046,-0.148607824,-1.199352566,0.043662409,2.137266562,0.741899619,-0.236022991,1.983129339
1.898357024,0.335570953,-0.257733268,-1.58748763,-0.72648077,1.694799266,-2.985164637,-0.079841176,-1.328923499,0.03309866,2.216626503,0.87808593,-0.851648122,1.269480221
2.193658233,0.31522774,-0.140563322,-1.429593087,-0.718911064,1.677254947,-3.172679683,-0.073898919,-1.300160691,-0.357935384,1.768243287,0.553342816,-1.15679138,1.137790969
2.43687893,0.257382508,-0.323685419,-1.758483077,-1.154784007,1.178124158,-3.256097662,-0.099767663,-1.330140896,-0.534535018,1.539830845,1.25939387,1.361432732,0.503366289
2.591394384,0.290156859,-0.164072407,-1.419417332,-0.818424797,1.473411796,-3.417704726,-0.118393522,-1.144195734,-0.528358684,1.398744365,0.599717405,0.930135584,1.371214243
3.047370207,0.734137258,0.280072176,-0.928607339,-0.541669335,1.741741135,-3.256962033,0.200072643,-1.007742456,-0.84802112,1.006351272,-0.329696977,-2.859232666,0.322495212
2.348518834,0.482919609,-0.131089016,-1.562684496,-0.894457682,1.531001613,-3.094295968,0.006296205,-1.361884121,-0.322881341,1.880446446,0.920261175,-0.963642165,0.587532582
2.464487822,0.508860545,0.108396878,-1.18351715,-0.655968684,1.743700042,-3.106175988,0.129035328,-1.269339914,-0.748697983,1.364152605,0.041159211,-3.208990481,0.198430688
2.663396304,0.540744544,0.16207513,-1.012606275,-0.486257877,1.839718738,-3.247200959,0.078806677,-1.114276957,-0.706665303,1.233192273,-0.285238169,-2.851553906,0.810567278
2.066096588,-0.258819523,-0.668896061,-1.920733747,-1.057990987,1.251539089,-3.279117294,-0.302082763,-1.206129268,-0.13424575,1.915677546,1.601753016,3.94083523,1.96224583
2.913952061,0.456839555,0.025272909,-1.146018688,-0.645192095,1.588318818,-3.479508636,-0.034017265,-1.010380177,-0.69271721,1.076555163,0.024544331,0.000470382,1.276196071
1.639142093,-0.223249013,-0.665249654,-1.97780591,-1.044881451,1.372088041,-2.9896789,-0.236701919,-1.482011972,-0.152031177,2.069878893,1.476008276,1.062218163,0.975568336
2.641150325,0.430906904,0.124915856,-0.988072743,-0.489361996,1.794395612,-3.299305954,0.056609333,-1.068600199,-0.851937017,0.98172379,-0.438958701,-2.545269684,0.750631682
1.65428107,-0.236509534,-0.544748041,-1.738397498,-0.864509956,1.479655788,-3.24267999,-0.28513965,-1.255036373,-0.190000852,1.889204791,1.144037566,1.997261372,2.011058724
2.502041224,0.568830744,-0.082427743,-1.590734779,-1.01164844,1.420112115,-3.073680169,0.081100694,-1.394912556,-0.477483687,1.752138293,1.001104838,-1.195218305,0.064253664
1.73234232,-0.138314735,-0.61796813,-1.817241199,-0.824825966,1.533215625,-3.017751767,-0.251575888,-1.197248604,0.160691438,2.242563403,1.312043392,1.832376466,1.96517661
2.376985582,0.197602291,-0.332773934,-1.759969688,-1.17787024,1.151755454,-3.250931501,-0.099128365,-1.358081119,-0.64888102,1.419272233,1.192337186,1.098649384,0.312202609
2.875289966,0.47653177,0.032023101,-1.248759471,-0.873033821,1.377806079,-3.309435772,0.085675212,-1.104872116,-0.990773097,0.830136522,0.175384015,-0.973652402,-0.01852978
1.937197236,0.153963631,-0.361301115,-1.849870662,-1.169898179,1.286585312,-3.013779317,-0.033933324,-1.567625691,-0.587953893,1.706775487,1.255099884,-0.729202439,-0.11384154
2.946474907,0.818817134,0.197074765,-1.285860088,-0.906729275,1.483251315,-3.088188513,0.272315991,-1.229302601,-0.75468929,1.381614396,0.525639446,-2.498319205,-0.384678709
2.974433221,0.485920695,0.112307767,-0.97526776,-0.504642615,1.697788424,-3.490278825,-0.001359939,-0.942267682,-0.795331597,0.879054549,-0.394757815,-0.818527818,1.245453405
1.347681016,-0.128204311,-0.538754539,-1.796815486,-0.839231037,1.585441484,-2.947629049,-0.201132011,-1.444442477,-0.068957796,2.148733215,1.105989523,-0.117294946,1.220651009
2.908654849,0.756294462,0.198365952,-1.253218563,-0.90975282,1.472292977,-3.084395569,0.280643411,-1.219781551,-0.904628038,1.202602177,0.394527194,-2.810782816,-0.578083509
2.766694169,0.612619741,0.063269676,-1.436873798,-1.09633974,1.282863056,-3.077890068,0.2356957,-1.294929676,-1.007272633,1.108737395,0.649823174,-2.208840204,-0.823920889
2.497612888,0.184862724,-0.170382946,-1.381001749,-0.816252914,1.454034508,-3.418028753,-0.117947086,-1.159972323,-0.726772886,1.145142765,0.389918842,0.526774885,1.058473376
2.873341045,0.447664653,0.015274448,-1.206395504,-0.758752249,1.484011131,-3.400208553,0.008407101,-1.069117082,-0.836728502,0.959403049,0.107915892,-0.410424646,0.629221839
1.748797419,-0.09812346,-0.737146963,-2.019773277,-1.018525139,1.334276028,-2.919860441,-0.225219399,-1.247137687,0.199335364,2.290666093,1.702844138,2.591566239,1.364065716
2.513763668,0.264739877,0.003331673,-1.056249498,-0.467837094,1.789688649,-3.427939624,-0.07981038,-1.050755268,-0.711539545,1.077063667,-0.341706098,-1.20941152,1.559865241
2.267268944,0.168058602,-0.324327588,-1.548826188,-0.758061703,1.556356737,-3.358874244,-0.174625269,-1.045285868,-0.056237089,1.931646592,0.994290091,2.277456726,2.517928141
2.027043622,0.435142163,-0.278618351,-1.786969728,-1.003957991,1.465515439,-2.918958546,0.003715554,-1.500811712,-0.122903663,2.179420761,1.282615205,-0.831594897,0.306329461
1.668952517,-0.034867062,-0.428052131,-1.73496123,-0.910760994,1.512056689,-3.07231531,-0.163968641,-1.448194608,-0.325882997,1.884526005,1.02940945,-0.208409824,0.951431474
1.621954909,0.141618203,-0.33549853,-1.618895045,-0.715669008,1.717241251,-2.955314906,-0.124792705,-1.408303022,-0.044451671,2.169951011,0.809058124,-1.169075542,1.215963887
2.344995553,0.42967821,-0.122265335,-1.462050358,-0.766544529,1.627961435,-3.172659426,-0.044833676,-1.270820503,-0.275715544,1.852386792,0.71675264,-0.758683071,1.127053492
2.388514737,0.089449503,-0.402653469,-1.752712674,-1.120110738,1.160545459,-3.378302288,-0.188110223,-1.254278685,-0.524881727,1.460542724,1.232595973,2.633139676,1.029206464
2.551630137,0.547125458,0.042949109,-1.416617391,-0.974040052,1.452640195,-3.052886709,0.187632079,-1.357032488,-0.874084362,1.320264769,0.568959432,-2.599348615,-0.511489509
2.552588793,0.325060409,-0.005893079,-1.209760544,-0.731343737,1.564215726,-3.285228631,0.032394567,-1.1519664,-0.923409899,0.956066379,0.004308853,-1.580265724,0.360820933
2.858444958,0.562854106,0.103502172,-1.212691658,-0.845962917,1.456911641,-3.221856292,0.156286993,-1.138916467,-0.98357634,0.933267453,0.159235179,-1.94602469,-0.216132873
1.713946441,0.288297545,-0.317949304,-1.663709483,-0.756196285,1.68357507,-2.893282515,-0.078128486,-1.406714586,0.07371262,2.29672166,0.952632595,-1.067498339,1.029997965
2.592508133,0.396913745,-0.211300749,-1.637865092,-1.061078986,1.276972756,-3.262600525,-0.046763153,-1.275104424,-0.505826845,1.555031677,1.089501959,0.833778535,0.579822919
2.509144385,0.423080531,-0.015814021,-1.398501388,-0.947718265,1.433376882,-3.128690663,0.121247649,-1.305032328,-0.927822229,1.159671566,0.459425767,-2.082413755,-0.311029931
2.315474321,0.308565646,-0.142511006,-1.510869146,-0.931426925,1.462848853,-3.162100336,-0.003128662,-1.359101939,-0.687934059,1.441010307,0.675840109,-1.197817969,0.249055512
1.941176009,0.079479019,-0.259256458,-1.410086664,-0.583582357,1.767608299,-3.261116936,-0.199069672,-1.17852345,-0.175120998,1.861090818,0.497768138,-0.101300548,2.253552106
1.773343735,-0.10924156,-0.715963791,-2.008451289,-1.026932546,1.335937005,-2.954354533,-0.234169955,-1.284012001,0.137270859,2.251400686,1.676011989,2.423533497,1.343384636
1.862127315,-0.248006328,-0.544996548,-1.70309312,-0.79268668,1.552940315,-3.233078209,-0.291540123,-1.20546123,-0.094499449,1.970246253,1.080207892,1.937166909,2.320110455
1.451600314,-0.068857699,-0.481458503,-1.674645722,-0.704751021,1.682131087,-3.004529653,-0.220928993,-1.290655065,0.06210817,2.194416223,0.944515642,0.168102131,1.829331343
1.894972697,-0.120102843,-0.590191587,-1.786193591,-0.828893531,1.511141855,-3.110453099,-0.250781388,-1.127350114,0.138334761,2.189499761,1.328902608,2.445600823,2.242053843
2.845214459,0.537025329,0.027532728,-1.241163697,-0.720267292,1.577815054,-3.362245813,0.010091534,-1.097657437,-0.588834285,1.326756694,0.303139543,-0.502703272,1.019181946
2.060747859,0.512153247,-0.165231681,-1.635890891,-0.857893462,1.614655702,-2.913644529,0.037945558,-1.465611933,-0.099666154,2.198166776,0.993824013,-1.635080616,0.45650572
2.153008759,0.348615977,-0.126052156,-1.581448893,-0.988963893,1.480269931,-3.00683206,0.082949189,-1.490237702,-0.701183149,1.585748751,0.779007967,-2.238890555,-0.230491301
2.128588037,0.156076433,-0.157140779,-1.320420864,-0.599850139,1.746345655,-3.289690584,-0.138389099,-1.211973171,-0.438185817,1.573448157,0.251077707,-0.871621497,1.664863567
1.860749624,-0.173411922,-0.530455616,-1.758157393,-0.934593731,1.389491232,-3.311895699,-0.280393599,-1.229172644,-0.235861331,1.814222777,1.239064485,2.661024989,1.954154781
1.962055385,-0.195092845,-0.585871447,-1.769033623,-0.848407393,1.480768249,-3.222049025,-0.280583496,-1.131315063,0.023123376,2.065672964,1.305919934,2.869705118,2.413828857
2.091805552,0.178361496,-0.293192302,-1.574810451,-0.803254137,1.572239636,-3.215684862,-0.158375594,-1.265493852,-0.227320524,1.874659766,0.885417573,0.373194617,1.526304016
1.570854902,-0.056621074,-0.606846866,-1.970691551,-1.064465656,1.349690028,-2.977638381,-0.201582421,-1.466287151,-0.102176934,2.11947219,1.529070199,1.060615507,0.850834653
2.905943504,0.477952065,0.031415578,-1.200734679,-0.764221254,1.48019761,-3.389583295,0.024972147,-1.066739755,-0.840340476,0.96021367,0.113147038,-0.507389613,0.564515423
2.251954987,0.264664589,-0.097624935,-1.229157903,-0.477269287,1.851123485,-3.33273597,-0.142300188,-1.107618934,-0.256634419,1.713770728,0.157965998,-0.773519149,2.301107041
2.07114892,-0.028452388,-0.501046315,-1.760407816,-0.946933909,1.363265024,-3.323397278,-0.239395432,-1.137416762,-0.111033663,1.912958987,1.366387719,3.299314109,2.128199007
2.825357684,0.724845414,0.268418318,-0.999974196,-0.551461509,1.804418046,-3.149945591,0.209438812,-1.131652963,-0.750185935,1.273227744,-0.192009038,-3.50781436,0.251688075
2.559619508,0.478022772,-0.086184943,-1.528904789,-1.003139147,1.384281474,-3.161178172,0.049988749,-1.336799441,-0.658003394,1.47445051,0.822745241,-0.980462634,0.070002098
2.832252354,0.543726031,0.029363677,-1.287003054,-0.813264757,1.496863554,-3.301145726,0.050329273,-1.15123753,-0.710089594,1.237264448,0.370427451,-0.869261896,0.494342229
2.69762023,0.363746443,-0.138947091,-1.404350212,-0.803571347,1.48305158,-3.434767728,-0.098106318,-1.098983925,-0.451286263,1.466953418,0.640726318,1.192642005,1.550698169
