O1,O2,O3,O4,O5,O6,O7,O8,O9,O10,O11,O12,O13,O14
2.703737478,0.500659252,-0.082826954,-1.50915548,-1.009488009,1.336334411,-3.230222341,0.036658851,-1.268327497,-0.660128787,1.395638124,0.819925833,-0.355629083,0.206306452
2.085151673,0.351933835,-0.152603029,-1.502287968,-0.765222031,1.669963312,-3.063356773,-0.036816091,-1.388326482,-0.302210598,1.91105265,0.681516813,-1.599170509,0.818878256
2.360170353,0.514049875,-0.042594027,-1.416470998,-0.75254705,1.669191181,-3.101870363,0.024239647,-1.325605442,-0.34239754,1.841027928,0.607071318,-1.732560652,0.740827858
2.398913326,0.216172295,-0.296732586,-1.644966013,-1.001469797,1.327127983,-3.315375652,-0.137207995,-1.261564861,-0.464353051,1.572889949,1.049952675,1.353538459,1.025286658
2.053882702,0.198975959,-0.257989339,-1.64281521,-0.96547338,1.461411404,-3.101674467,-0.056029166,-1.443367593,-0.540994282,1.66684493,0.901039956,-0.92504299,0.387066299
2.053683997,0.192281108,-0.161340988,-1.295395683,-0.486842139,1.857557809,-3.265847158,-0.164519315,-1.141937652,-0.166822008,1.845379912,0.26773306,-0.767226528,2.345204435
1.807513954,0.225430832,-0.385547864,-1.763040182,-0.895842075,1.53712337,-2.967317128,-0.110715819,-1.412473523,-0.027961608,2.194691217,1.195164752,-0.178693383,0.938548261
1.967052003,-0.113266673,-0.463152914,-1.680979171,-0.888412482,1.431221452,-3.352067644,-0.265198799,-1.210214835,-0.282988445,1.743910466,1.085641647,2.358951773,1.991384336
1.777075898,0.293372975,-0.262556079,-1.672180322,-0.843962214,1.637058586,-2.901901978,-0.026904944,-1.530480935,-0.17648717,2.140080962,0.925983199,-1.785186188,0.493917745
1.850584488,0.041679835,-0.384776307,-1.665011489,-0.849820656,1.542884948,-3.153098923,-0.185527818,-1.342025,-0.23966716,1.906410837,0.985147905,0.320723407,1.363902205
2.581891271,0.328055041,-0.13373447,-1.485450601,-1.001896831,1.308335862,-3.275592658,-0.006560719,-1.254177103,-0.836158561,1.137093478,0.633954767,-0.268726267,0.15602885
2.059265783,-0.016206426,-0.527987756,-1.738034679,-0.808643578,1.526358195,-3.144230875,-0.215851341,-1.07634643,0.157325704,2.189247121,1.292730534,2.502457693,2.356884967
1.848629835,-0.116903169,-0.53173819,-1.712684281,-0.760904697,1.596786435,-3.113731523,-0.254170866,-1.18227441,0.079329345,2.154209566,1.121664336,1.538044699,2.213303828
1.963456024,-0.321526014,-0.744788319,-1.984919403,-1.081809389,1.216865862,-3.232859784,-0.311304436,-1.176219134,-0.052787764,1.991488315,1.740810438,4.464785639,2.024536235
2.487997827,0.592033739,0.072507103,-1.325297474,-0.767773631,1.665412053,-3.067669581,0.128443085,-1.339856729,-0.584129998,1.621539039,0.417663441,-2.725257897,0.159766581
2.236764774,0.351769558,-0.020082743,-1.336446955,-0.764923249,1.656253749,-3.082073373,0.08113686,-1.352217308,-0.758007089,1.401535273,0.272340145,-2.758754576,0.126741868
1.707801758,-0.187184544,-0.417870222,-1.483031967,-0.574232603,1.73603134,-3.332638028,-0.283725886,-1.06212452,-0.045912398,1.934342675,0.680783921,1.601712518,3.153603287
2.424930213,0.424043596,-0.184399442,-1.704940864,-1.153019338,1.260268595,-3.096165582,0.042045539,-1.438482481,-0.641225121,1.568593164,1.132400223,-0.696612384,-0.188309187
2.867691121,0.46018312,0.190328639,-0.780160921,-0.289757365,1.898138505,-3.45888685,0.020915824,-0.893802355,-0.857521786,0.752133774,-0.922513509,-2.1822552,1.37427549
2.400976114,0.498542247,-0.090990421,-1.653645371,-1.144009018,1.317959659,-3.002301939,0.144721069,-1.489565988,-0.748301843,1.54927909,1.015253906,-1.921172536,-0.591332748
2.141962008,0.299899418,-0.348524827,-1.747345157,-0.966057976,1.427936172,-3.10570624,-0.104020446,-1.307239293,-0.098805062,2.057315197,1.301926749,0.862447942,1.095740634
1.391800716,0.067604394,-0.463827649,-1.669921621,-0.647790995,1.741235497,-2.862098897,-0.170276353,-1.272753234,0.251920799,2.367820202,0.924412453,-0.304765685,1.669883578
2.192220978,0.246061222,-0.393380711,-1.872016377,-1.172680831,1.220665288,-3.117926934,-0.097840101,-1.426406536,-0.356346835,1.833524977,1.469708906,0.961640466,0.429111221
2.565491699,0.461499975,-0.096184939,-1.451779607,-0.845175296,1.517613614,-3.249689383,-0.024757547,-1.23523111,-0.438751245,1.63015431,0.726077082,-0.325547209,0.89989729
1.866768859,0.095697131,-0.657511261,-2.05666617,-1.094390346,1.30553598,-2.854630533,-0.148644476,-1.39476116,0.151811232,2.323214401,1.732115751,1.559692465,0.746975393
2.409026967,0.290313525,-0.199478636,-1.525749097,-0.89252893,1.458355543,-3.282342774,-0.095702256,-1.26264566,-0.488681932,1.564265868,0.796511498,0.242415214,0.971634656
2.695140082,0.494770665,-0.118688349,-1.578599776,-1.077001142,1.269370015,-3.21800565,0.03349931,-1.29180283,-0.646748646,1.425352826,0.961996947,-0.068930594,0.125137833
2.594793478,0.333030856,0.020456576,-1.095575153,-0.547514497,1.72383281,-3.388302997,-0.039968064,-1.077229675,-0.752777339,1.069185514,-0.215024276,-1.309960148,1.176608023
1.98974872,0.215184801,-0.401488043,-1.946298976,-1.248149002,1.20721872,-2.99004351,-0.038487296,-1.590061644,-0.484168338,1.827242189,1.48203493,-0.248869178,-0.167860782
2.727774363,0.554864863,0.063352412,-1.341340285,-0.954663599,1.406015147,-3.13876218,0.175509025,-1.248450686,-0.956743646,1.095750114,0.426474415,-2.150007193,-0.447152233
2.059636572,0.07260578,-0.486516237,-1.754161217,-0.902364957,1.416935629,-3.234618217,-0.188375943,-1.075699342,0.0576006,2.083902955,1.409234944,3.127254371,2.219435992
2.39481589,0.451053677,-0.067917579,-1.605436686,-1.154280308,1.297161957,-3.001132814,0.181712126,-1.458272672,-0.929975331,1.333689192,0.871091654,-2.292329001,-0.804780982
1.85404037,-0.302371767,-0.682458797,-1.894627033,-0.971462805,1.35917479,-3.195695677,-0.307986455,-1.213788437,-0.048631221,2.023970856,1.507631125,3.253929509,2.051143679
2.210855912,0.226699177,-0.21710249,-1.439719687,-0.677905952,1.671654162,-3.291654679,-0.156287165,-1.167567929,-0.204079033,1.83196897,0.643980726,0.298642379,1.980120101
1.922892392,0.400537328,-0.23823115,-1.624010364,-0.778688148,1.664367621,-2.936719501,-0.037538385,-1.391596399,0.013873262,2.243776201,0.946483254,-1.146658415,0.932849529
2.470254752,0.317854405,-0.181515423,-1.513165532,-0.900582363,1.443292635,-3.292529483,-0.083447342,-1.251306013,-0.514892344,1.524366555,0.781098267,0.25481288,0.914318212
2.405666553,0.493263914,-0.07531288,-1.446539519,-0.78608503,1.620086594,-3.144721588,-0.000354402,-1.296807015,-0.334031973,1.81868354,0.692592992,-1.17669139,0.851626001
1.759090562,-0.270665453,-0.685723912,-1.988044512,-1.091166716,1.291534918,-3.090383146,-0.271064685,-1.422483701,-0.206570365,1.967038651,1.553423194,1.988082192,1.163797412
1.36292201,-0.29704109,-0.734686263,-2.016801782,-1.002123919,1.428167316,-2.869832112,-0.233490689,-1.523697755,-0.05088994,2.192242812,1.46244088,0.650608741,0.911640006
2.002321088,0.352947116,-0.19004732,-1.655742103,-0.948303321,1.540167193,-2.955238154,0.031740057,-1.540829316,-0.426739989,1.908599915,0.932763837,-1.96788037,0.07703754
2.456141439,0.294870379,-0.227053369,-1.558597035,-0.913836604,1.423688984,-3.312290004,-0.111536994,-1.229292422,-0.419663948,1.616212732,0.909951412,0.879339253,1.159528066
1.869571025,-0.053960467,-0.593268443,-1.944175211,-1.112200717,1.240840894,-3.156941599,-0.234016058,-1.331141627,-0.165796343,1.960922609,1.608627182,2.555889911,1.226826553
2.1273116,0.304545231,-0.107432686,-1.458571619,-0.825156851,1.612896232,-3.069990417,0.027372949,-1.411946642,-0.627806229,1.581119182,0.521300765,-2.218688012,0.264033472
2.685112842,0.581432312,0.14342023,-1.177036023,-0.742964466,1.628731136,-3.137019977,0.17614764,-1.211955057,-0.876204882,1.175896443,0.092965259,-2.9289033,-0.107304439
2.558202022,0.461923729,0.100364229,-1.043521178,-0.449565743,1.870764852,-3.292904839,0.003056766,-1.111994953,-0.588307591,1.342766434,-0.250316374,-2.37318387,1.295109167
2.743241711,0.585652569,0.106447098,-1.196941128,-0.713417548,1.636207132,-3.218387249,0.102169117,-1.181169116,-0.718729604,1.294219419,0.171526335,-2.114866935,0.374330308
1.589479027,0.114107716,-0.368080925,-1.593433417,-0.646218143,1.754017569,-2.972010226,-0.162428104,-1.294083168,0.097845532,2.239426368,0.811178464,-0.600431438,1.69543467
2.555229067,0.580341339,0.071112219,-1.268762858,-0.697682606,1.700413708,-3.145418667,0.082244487,-1.264012741,-0.533760187,1.591224827,0.318242458,-2.318133637,0.54345658
2.097911434,-0.222088956,-0.664589264,-1.958474268,-1.120235069,1.198714214,-3.256732936,-0.29107357,-1.269743489,-0.198178468,1.874822364,1.642299252,3.642818022,1.614786272
1.43438196,-0.313926465,-0.92756226,-2.225589927,-1.173587878,1.186966753,-2.829387136,-0.274379275,-1.420335202,0.104824003,2.250783708,1.929596097,2.692384044,0.83042256
1.756476958,0.075821512,-0.314017665,-1.493791585,-0.606161816,1.769729092,-3.131415348,-0.191165933,-1.228319185,-0.042189598,2.050237491,0.648313823,-0.32827305,2.068456613
1.833758343,-0.049433268,-0.520687422,-1.761151777,-0.878319353,1.463060359,-3.196844629,-0.2419353,-1.176975719,-0.005954506,2.062270618,1.307488579,2.380355956,2.059006582
2.818695578,0.491328125,0.120613787,-0.954951292,-0.385813194,1.864175757,-3.462669804,-0.031030689,-0.967052755,-0.579563815,1.193306183,-0.396237648,-1.359705329,1.864291887
2.901589147,0.553552544,0.129706816,-1.028813128,-0.532308171,1.731805431,-3.394820013,0.031804538,-1.015815753,-0.693130255,1.120245213,-0.206591388,-1.427021611,1.135064492
2.079313917,-0.169374426,-0.683523162,-1.936688095,-1.031115628,1.273049452,-3.194564558,-0.256557187,-1.109708981,0.056979076,2.086951358,1.706911207,4.229169999,2.095707093
2.59900133,0.408190104,0.12624858,-0.949982874,-0.419804476,1.858558235,-3.31782364,0.032866309,-1.053694842,-0.806190161,1.011543197,-0.5329987,-2.615988257,1.006562042
2.825613983,0.712537053,0.109903129,-1.415531715,-1.050708075,1.350054273,-3.062668912,0.253753682,-1.302924189,-0.876146344,1.290226498,0.693118789,-2.317923498,-0.694979113
2.833063832,0.344740853,-0.068758238,-1.306966805,-0.891624556,1.310456452,-3.416863229,-0.014169373,-1.083963585,-0.954146282,0.788123118,0.229660964,0.318836282,0.356035202
2.103551605,0.299129897,-0.109281875,-1.344362145,-0.599370953,1.794472188,-3.156642357,-0.078431727,-1.280238866,-0.313543954,1.800078359,0.348157983,-1.693017569,1.373042456
1.453147057,-0.09848254,-0.579904531,-1.936206628,-1.02943347,1.411811881,-2.946934526,-0.18076854,-1.534202215,-0.1849081,2.081638706,1.383815033,0.238588239,0.706823041
2.067759683,-0.173046767,-0.564664122,-1.776290796,-0.899051573,1.431150744,-3.269351068,-0.279856504,-1.170942068,-0.07532433,1.973571036,1.316645218,2.903699594,2.232346462
2.421153233,0.535924086,-0.074013401,-1.526258293,-0.904213014,1.528616792,-3.081506272,0.052060344,-1.375236355,-0.413641777,1.804999287,0.851022368,-1.412357994,0.34348305
1.314966412,-0.056553281,-0.540303426,-1.913643202,-0.976462861,1.505019662,-2.838317073,-0.120879593,-1.621284581,-0.16770423,2.165965379,1.250284893,-0.869008214,0.452941883
1.952234006,0.234765061,-0.353141904,-1.785221673,-1.007864145,1.434680697,-3.021555853,-0.086517347,-1.472901853,-0.251737394,2.002126163,1.234730769,-0.281547493,0.549835946
1.705448706,-0.229009942,-0.523528657,-1.72442143,-0.880889715,1.46090007,-3.269648299,-0.278291661,-1.27077395,-0.268778343,1.804097997,1.099824588,1.910176246,1.895369406
2.530248242,0.488216318,-0.123566116,-1.535508239,-0.917903311,1.465619327,-3.192789741,-0.006593319,-1.282482327,-0.391183721,1.730739921,0.913029859,-0.277462461,0.711791092
1.69168987,0.283342834,-0.226018969,-1.527732649,-0.63777223,1.807657989,-2.906507283,-0.060888786,-1.420882752,-0.0176893,2.215503635,0.635035754,-2.03198477,1.088183901
1.621826491,0.276604675,-0.403214749,-1.7408901,-0.777563015,1.643575824,-2.830491227,-0.087056182,-1.357250365,0.226288697,2.405138416,1.110226731,-0.449466905,1.091548732
2.43545034,0.545074219,0.207265447,-1.059713745,-0.57636023,1.837663523,-3.020951359,0.233902589,-1.25255341,-0.88383844,1.252848499,-0.227635454,-4.376200385,-0.137903909
2.030208981,-0.083679435,-0.499366138,-1.739355066,-0.93355011,1.375535818,-3.351147122,-0.26128132,-1.162947377,-0.181926247,1.838973534,1.280327214,3.136070278,2.122098537
1.95694688,0.065017874,-0.525033443,-1.873463273,-1.036723131,1.321930475,-3.141870396,-0.197202623,-1.273889971,-0.068469805,2.047366443,1.528128649,2.285920741,1.382280988
1.241266522,-0.237247685,-0.706636452,-1.951333227,-0.876426576,1.556547645,-2.770948136,-0.207436732,-1.507364553,0.097342645,2.324546232,1.28344011,-0.037574148,0.975238934
2.173058069,0.012336831,-0.534410613,-1.940919281,-1.239653659,1.070479219,-3.268503956,-0.208958259,-1.341653314,-0.41541868,1.658618367,1.591288939,2.919991845,0.848800513
2.407758418,0.508153145,-0.162084869,-1.635371917,-0.978104767,1.441489902,-3.093826567,0.013977443,-1.361422269,-0.302902179,1.899563591,1.102911576,-0.468078712,0.495921808
2.45530284,0.548661207,-0.165407392,-1.846395824,-1.345546453,1.112789229,-2.966292663,0.159725113,-1.552445753,-0.703853186,1.630076185,1.40879915,-1.221451262,-0.84993615
1.232475121,-0.043350917,-0.506137414,-1.650264564,-0.589509544,1.783242803,-2.847848102,-0.201091387,-1.240783135,0.277515202,2.365240299,0.839356215,-0.290125541,1.894208113
2.005191795,0.003356268,-0.375186513,-1.506511225,-0.638297936,1.666204527,-3.355647243,-0.228957095,-0.995045177,0.028367017,1.995760923,0.85320634,2.256554224,3.116362066
2.015632848,0.090974236,-0.230333252,-1.419493362,-0.669585256,1.690822909,-3.259281055,-0.160174828,-1.253588844,-0.396559008,1.65555076,0.453022159,-0.508034392,1.613717946
2.693471465,0.578003694,0.054622622,-1.361970283,-0.920855255,1.462022562,-3.136367687,0.147987318,-1.279173204,-0.816387708,1.286800056,0.502572938,-2.05541225,-0.217183768
2.63806354,0.556647537,0.004052039,-1.432888056,-0.948924925,1.444176184,-3.137862232,0.111187863,-1.312736183,-0.721246782,1.411884759,0.651179352,-1.676757534,-0.081148581
2.681624886,0.402625823,0.043911645,-1.092598078,-0.544634296,1.7309538,-3.396459865,-0.033102674,-1.066228387,-0.689991491,1.146405515,-0.161968151,-1.230257207,1.267387484
1.677442709,0.116813289,-0.696564182,-2.258219055,-1.372911019,1.054416224,-2.829777881,-0.107394792,-1.625559062,-0.102089435,2.184809335,2.018891537,1.308574768,-0.113666155
2.67581641,0.311091063,-0.197177478,-1.482139909,-0.882779059,1.393809574,-3.444829518,-0.118978458,-1.115914808,-0.467721006,1.449304131,0.790396259,1.775158756,1.473941469
1.290744097,-0.278974469,-0.800204198,-2.074678035,-1.006980621,1.41021049,-2.789822404,-0.236487571,-1.503580904,0.084224462,2.298801179,1.557795093,0.91685589,0.85780578
2.380235607,0.47193627,-0.197807099,-1.653174108,-0.973178421,1.436338291,-3.111524439,-0.013979811,-1.338583227,-0.255920136,1.92669348,1.143800886,-0.094168548,0.666154318
1.376273639,-0.067603431,-0.45649665,-1.606477126,-0.607110763,1.771569631,-2.975258578,-0.217834328,-1.253091655,0.126170699,2.23339514,0.792343838,-0.218695762,2.031933624
1.873939816,0.186276629,-0.515646162,-1.885010689,-0.992082576,1.385437904,-2.9969386,-0.13895161,-1.264611214,0.117792151,2.247498261,1.548214272,1.73740078,1.246758871
1.313727745,-0.083382868,-0.500445239,-1.675075516,-0.661799542,1.728713169,-2.927489215,-0.213802456,-1.301277398,0.133337911,2.266522501,0.906838429,-0.17679501,1.791027477
2.180349328,0.425503565,-0.057425271,-1.349045995,-0.617304429,1.796438386,-3.098131969,-0.023222029,-1.305137022,-0.265861186,1.89284187,0.405961142,-2.040029485,1.140388839
1.881343635,-0.050701923,-0.701510923,-2.033142053,-1.079458494,1.283738718,-2.967210172,-0.215057459,-1.295271671,0.11316068,2.233256908,1.748566592,2.554443658,1.211274154
1.635212891,0.171916158,-0.479157163,-1.82520436,-0.880334932,1.536987963,-2.891360093,-0.132324511,-1.373864137,0.135899553,2.323763828,1.293647492,0.252678625,1.069844367
3.018286106,0.65581913,0.164160712,-1.041829257,-0.566304808,1.70435894,-3.3753056,0.078420152,-1.003430582,-0.642380468,1.195624554,-0.087001989,-1.360198287,1.059321173
2.684886296,0.347353026,-0.044697445,-1.303524253,-0.870839358,1.394101244,-3.31858683,0.026535778,-1.148291994,-0.961286144,0.885265725,0.22293258,-0.745847147,0.167312215
1.74650529,-0.068254715,-0.407192521,-1.680549487,-0.894267161,1.502685055,-3.152515837,-0.176273582,-1.398388853,-0.417763186,1.737882837,0.926067476,0.041861928,1.077629415
2.317918321,0.234183345,-0.25207806,-1.476109748,-0.710008215,1.614292635,-3.353084047,-0.158208654,-1.075164667,-0.114676586,1.879247172,0.815128665,1.453010485,2.356140453
2.691882697,0.325646543,-0.004621192,-1.134670681,-0.625482591,1.616704431,-3.431306067,-0.045201846,-1.056046717,-0.816707936,0.952790901,-0.129952664,-0.649964333,1.037624462
2.701651156,0.499501809,0.117500291,-1.133760643,-0.72067058,1.601927058,-3.200842681,0.145579402,-1.144787422,-0.974680595,0.957516488,-0.063914621,-2.592253771,-0.044647588
1.728081457,-0.222153289,-0.885366499,-2.258762451,-1.291305931,1.053848842,-2.926050997,-0.259103261,-1.41395105,0.007484752,2.151530166,2.074765171,3.315724951,0.732170073
1.692972884,0.188810988,-0.542128825,-1.864149221,-0.8968787,1.474085387,-2.888691283,-0.126671445,-1.212569762,0.282246319,2.377273839,1.463633011,1.473967193,1.356719034
